BARDID,VesselID,RegistrationNumber,VesselEvent1,VesselEvent2,VesselEvent3,OtherVesselEvent,VesselCause1,VesselCause2,VesselCause3,OtherVesselCause,VesselEquipmentFailure,OtherEquipmentFailure,VesselMachineryFailure,OtherMachineryFailure,OperatorGender,OperatorAge,OperatorExperience,OperatorOtherEducation,OperatorEducation,OperatorPFDWorn,OperatorUsingAlcohol,OperatorUsingDrugs,WeatherReportsConsulted,InternetTrainingOrganization,EngineCutOffSwitchUsed,OWIArrest,BAC,DocumentNumber,HistoricalCodingVesselType,VesselType,OtherVesselType,Length,EngineType,OtherEngineType,HullMaterial,OtherHullMaterial,FuelType,Propulsion,Operation,OtherOperation,Activity,OtherActivity,RentedBoat,Manufacturer,Model,HIN,EngineManufacturer,VesselName,NumberofEngines,Horsepower,BeamWidth,DepthinFeet,DepthinInches,ModelYear,NumberBoatingCitations,VesselaCompleteLoss,NumberPeopleOnboard,NumberPeopleTowed,NumberPeopleWearingLifeJackets,NumberLifeJacketsOnboard,NumberFireExtOnboard,NumberFireExtUsed,DamagetoVessel,VesselDamageDescription,DamagetoNonVesselProperty,NonVesselPropertyDamageDescription,AmountFireExtUsed,FireExtType,NumberDeaths,NumberInjured
LA-2023-0096,1,LA8796FB,Collision with submerged object,Grounding,,,Operator inattention,,,,,,,,-1,51,No experience,,No education, ,,,,,Y,,,,,Open motorboat,,23,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,PARKER,BIG BAY,PXM6T070L900,EVINRUDE,N/A,1,225,,,,2000,,,3,,,,,,10000.0,50 INCH BY 3 INCH GOUGE N THE BOTTOM OF HULL RIGHT OF KEEL,,,,,0.0,0.0
LA-2023-0097,1,LA 7022 GL,Collision with fixed object,,,,Excessive speed,Navigation rules violation,,,,,,,-1,52,Unknown,,No education, ,,,,,N,,,,,Pontoon,,26,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Xpress Boat Company,Veranda,JBC91894H718,Yamaha,NA,1,250,,,,2018,,,2,0,,,,0,85000.0,,25000.0,"Damage to 2 walkways and a dock totaling approximately $25,000 in damages.",,,0.0,0.0
LA-2023-0100,1,LA-1918-GB,Capsizing,Person ejected from vessel,,,Weather,,,,,,,,-1,66,101 to 500 hours,,No education,Y,,,,,N,,,,,Auxiliary sail,,15,Outboard,,Fiberglass,,Gas,Propeller,Changing direction,,Boating/relaxation,,0,International Marine,West Wight Potter,HMSA2761H707,HONDA,,1,2,,,,2007,,,2,0,,,,0,5000.0,Water damage to the entire capsized vessel and motor,,,,,0.0,0.0
LA-2023-0101,1,1107495,Collision with submerged object,,,,Missing or inadequate navigation aids,,,,,,,,,53,Over 500 hours,,No education, ,,,,,N,,,,,Cabin motorboat,,38,Inboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,SeaRay,380 Aft Cabin,SERF8124E000,MERCURY,Rio,2,380,,,,2000,,,2,0,,,,0,25000.0,Bent prop shaft cracked transmission bent prop and dislodge output shaft on transmission (Could have,,,,,0.0,0.0
LA-2023-0102,1,LA5979FN,Flooding/swamping,Grounding,,,Weather,Operator inexperience,Machinery failure,,,,Electrical,,-1,43,10 to 100 hours,,No education, ,,,,,,,,,,Open motorboat,,17,Outboard,,Aluminum,,Gas,Propeller,Towing,,Towing,,0,Xpress,2006,JBC62632D606,Yamaha,na,1,90,,,,2006,,,2,0,,,,0,10000.0,"Electric system has been damaged due to being in direct contact with saltwater, saltwater intrusion ",,,,,0.0,0.0
LA-2023-0102,2,,Other,,,No event,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Kayak,,,No engine,,Unknown,,No fuel,Manual,Being towed,,Towing,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0.0,0.0
LA-2023-0103,1,LA 4319 FW,Collision with submerged object,Person ejected from vessel,Collision with fixed object,,Alcohol,Drug,Operator inattention,,,,,,-1,29,10 to 100 hours,,State,N,,,,,,,,,,Open motorboat,,16,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Homemade,N/A,LAZ55549J797,N/A,N/A,1,,,,,1997,,,2,0,,,,0,700.0,slight bow in the bow.  indention in the starboard side,,,,,0.0,1.0
LA-2023-0106,1,LA 6282 GP,Grounding,Flooding/swamping,,,Operator inattention,Operator inexperience,,,,,,,-1,56,No experience,,No education, ,,,,,,,,,,Open motorboat,,17,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,CAJUN,RAJIN CAJUN,MBVR3078C494,JOHNSON,N/A,1,120,,,,1994,,,2,0,,,,0,6000.0,"A gouge through hull, approximately 4 inches by approximately 10 inches in length, affecting the cen",,NA,,,0.0,1.0
LA-2023-0107,1,IL 5405 JV,Collision with fixed object,Person ejected from vessel,,,Restricted vision,Excessive speed,Navigation rules violation,,,,,,-1,81,Over 500 hours,,No education,Y,,,,,,,,,,Open motorboat,,20,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Fishing,,0,Lowe,Roughneck,LWCJ0525D404,Evinrude,NA,1,115,,,,1993,,,2,0,,,,0,2500.0,severe damage to the entire port side,,,,,1.0,0.0
LA-2023-0108,1,LA 3026 GL,Collision with recreational vessel,,,,Inadequate onboard navigation lights,Operator inattention,Navigation rules violation,,,,,,-1,24,10 to 100 hours,,State,N,,,,,Y,,,,,Open motorboat,,15,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Hunting,,0,South Fork,Bateau,EZLSF557C717,GoDevil,NA,1,35,,,,2017,,,1,0,,,,0,500.0,Starboard side gunwale separated and lifted from side near the bow right above the registration numb,,,,,0.0,0.0
LA-2023-0108,2,LA 2238 FX,Collision with recreational vessel,Fall in vessel,Person ejected from vessel,,Operator inattention,"People on gunwale, bow, or transom",Navigation rules violation,,,,,,,20,101 to 500 hours,,State,N,,,,,,,,,,Open motorboat,,17,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Hunting,,0,WarEagle,Bateau,MTW09834I900,Mud Buddy,NA,1,35,,,,2000,,,3,0,,,,0,500.0,Point of bow bent down. Starboard side front deck separated from side of the vessel.,,,,,0.0,2.0
LA-2023-0110,1,LA 9789 GP,Person ejected from vessel,,,,Excessive speed,Operator inattention,Sharp turn,,,,,,-1,49,Over 500 hours,,Unknown,N,N,,,,N,,0.0,,,Open motorboat,,17,Outboard,,Aluminum,,Gas,Propeller,Changing direction,,Boating/relaxation,,0,Havoc,17' Marsh Runner,TTN07215A222,Mercury,Marsh Runner,1,115,,,,2022,,,1,0,,,,0,2500.0,Vessel sustained damage to port side hull (penetrating blow/large dent to port stern); motor lower u,,,,,1.0,0.0
LA-2023-0112,1,LA-7686-GN,Grounding,Fall in vessel,,,Excessive speed,,,,,,,,-1,27,Over 500 hours,,State, ,,,,,,,,,,Open motorboat,,17,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Hunting,,0,Titan Marine LLC,2022,TTN07274A222,Mudbuddy,Havoc,1,40,,,,2022,,,2,0,,,,0,0.0,No property damage,,,,,0.0,2.0
LA-2023-0114,1,,Collision with fixed object,Fall in vessel,,,Excessive speed,Navigation rules violation,Operator inexperience,,,,,,-1,23,Unknown,,No education, ,,,,,Y,,,,,Open motorboat,,18,Outboard,,Aluminum,,Unknown,Propeller,Cruising,,Hunting,,0,,,,Briggs and Stratton,,1,40,,,,2023,,,2,0,,,,0,5000.0,Damage to bow of vessel.,,,,,0.0,1.0
LA-2023-0115,1,LA 1570 GG,Grounding,Flooding/swamping,,,Restricted vision,Hazardous waters,,,,,,,-1,26,101 to 500 hours,,State, ,,,,,Y,,,,,Open motorboat,,17,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Hunting,,0,Gator Trax,Marine 1,UBF00001L617,Mud Buddy,,1,44,,,,2017,,,2,0,,,,0,4500.0,"Holes in the hull, with dents. significant breaks in hull, scraped paint, holes in area of impact",,,,,0.0,0.0
LA-2023-0117,1,LA9325FK,Collision with recreational vessel,,,,Operator inattention,Improper lookout,Navigation rules violation,,,,,,-1,68,No experience,,No education, ,,,,,,,,,,Open motorboat,,20,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,0,SKEETER,ZX 20 BAY,STE81440K405,YAMAHA,NA,1,150,,,,2005,,,2,0,,,,0,30000.0,SIGNIFICANT FIBERGLASS DAMAGE TO THE BOW/KEEL OF THE BOAT.  OTHER FIBERGLASS DAMAGE ON OTHER AREAS O,,,,,0.0,0.0
LA-2023-0117,2,LA9164GB,Vessel struck by another vessel,Fall in vessel,,,Operator inattention,Improper lookout,Navigation rules violation,,,,,,-1,63,No experience,,No education, ,,,,,Y,,,,,Open motorboat,,17,Outboard,,Aluminum,,Gas,Propeller,Changing speed,,Fishing,,0,BASS TRACKER,175,BUJ05821H314,MERCURY,NA,1,60,,,,2014,,,2,0,,,,0,50000.0,SIGNIFICANT ALUMINUM DAMAGE TO THE TRANSOM/STERN OF THE BOAT. OTHER MAJOR DAMAGE ON THE PORT SIDE OF,,,,,0.0,2.0
LA-2023-0118,1,CF-4945-PD,Other,Fall in vessel,,Collision with seaplane,Improper lookout,Navigation rules violation,Operator inattention,,,,,,-1,48,Over 500 hours,,State, ,,,,,Y,,,,,Open motorboat,,21,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,0,VIPER,COBRA,EJS01864A898,MERCURY,NONE,1,200,,,,1998,,,2,0,,,,0,3000.0,"The transom showed some cracking near the motor mounts, the upper motor cowling has scraping and cra",,,,,0.0,2.0
LA-2023-0118,2,N61919,Collision with recreational vessel,,,,Operator inattention,,,,,,,,0,39,Over 500 hours,,No education, ,,,,,,,,,,Other,Seaplane,,Other,Plane engine,Aluminum,,Gas,Air thrust,Launching/loading,,Boating/relaxation,,0,CESSNA,A185F,18504274,MCM,NONE,1,250,,,,1998,,,1,0,,,,0,12000.0,"Significant damage to the airframe, both pontoons (crushing and scraping), right wing tip (bent in a",,,,,0.0,0.0
LA-2023-0119,1,LA-8819-GM,Collision with recreational vessel,,,,Operator inattention,Improper lookout,,,,,,,-1,70,Over 500 hours,,USCG Auxiliary, ,,,,,Y,,,,,Open motorboat,,26,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,SeaFox,268 Commander,LYGZB276D121,,N/A,2,150,,,,2021,,,2,0,,,,0,5000.0,Fiberglass and gel coat cracked and damaged at/below water line due to collision.,,,,,0.0,1.0
LA-2023-0119,2,LA-8761-GG,Collision with recreational vessel,Fall in vessel,,,Operator inattention,Improper lookout,,,,,,,-1,,Over 500 hours,,No education, ,,,,,Y,,,,,Open motorboat,,26,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Avenger,Av26,FVZP0113F718,,N/A,1,300,,,,2018,,,1,0,,,,0,45000.0,Fiberglass and gel coat damage along port gunwales and upper hull. Damage to transom/jack plate bolt,,,,,0.0,1.0
LA-2023-0121,1,LA9856AB,Collision with fixed object,Fall in vessel,,,Operator inexperience,Excessive speed,Navigation rules violation,,,,,,-1,21,10 to 100 hours,,No education, ,,,,,Y,,,,,Open motorboat,,14,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,HOMEADE,NA,NA,GATORTAIL,NA,1,40,,,,1978,,,2,0,,,,0,1000.0,"MOTOR LOCKING TILT PIN HOUSING COMPLETLY BENT
STATBOARD BOW BENT INWARD",,,,,0.0,2.0
LA-2023-0124,1,LA8260FA,Fire/explosion (fuel),Flooding/swamping,,,Navigation rules violation,Ignition of spilled fuel or vapor,,,,,,,-1,32,Over 500 hours,,State, ,,,,,N,,,,,Open motorboat,,15,Inboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,KIRKS,MUDBOAT,KIK14301C999,SUBARU,NA,1,65,,,,1999,,Y,2,0,,,,,8000.0,ENTIRE VESSEL DAMAGED BY BURING FUEL AND BATTERY. TOTAL LOSS,,,,,0.0,0.0
LA-2023-0126,1,TX 6731 EM,Collision with submerged object,,,,Other,,,Unseen water hazard,,,,,,39,Over 500 hours,,No education,Y,,,,,N,,,,,Open motorboat,,20,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,XPRESS,H20BAY,JBC95427J819,YAMAHA,N/A,1,115,,,,2019,,,1,0,,,,0,7378.75,MISSING LOWER UNIT AND PART OF MIDDLE SECTION OF MOTOR.,,,,,0.0,0.0
LA-2023-0127,1,LA-4366-EP,Collision with submerged object,Flooding/swamping,Capsizing,,Other,Operator inattention,Operator inexperience,Unseen water hazard,,,,,-1,44,Over 500 hours,,No education, ,,,,,Y,,,,,Open motorboat,,17,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,0,Stratos,Javelin,BNZ35413E494,Johnson,,1,150,,,,1994,,,2,0,,,,0,3000.0,Motor and vessel were fully submerged.,1000.0,"Fishing tackle. Ex: baits, rods and reels, cooler, boxes, etc.",,,0.0,0.0
LA-2023-0128,1,LA 7911 FC,Collision with recreational vessel,Fall in vessel,Person ejected from vessel,,Operator inattention,Navigation rules violation,Improper lookout,,,,,,-1,69,Over 500 hours,,Unknown, ,,,,,N,,,,,Open motorboat,,17,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Fishing,,0,ALWELD,17 ALUMINUM,AWLC0605E000,YAMAHA,NONE,1,70,,,,2000,,,3,0,,,,0,2000.0,"bow and front deck crushed in/rolled rearward, seperation of front deck welds from hull",,,,,0.0,3.0
LA-2023-0128,2,LA 3949 FK,Collision with recreational vessel,,,,Navigation rules violation,,,,,,,,-1,63,Over 500 hours,,No education, ,,,,,Y,,,,,Open motorboat,,21,Outboard,,Fiberglass,,Gas,Propeller,Changing speed,,Fishing,,0,SEAPRO,SV2100CC,PIOJS924H304,YAMAHA,NONE,1,150,,,,2004,,,1,0,,,,0,500.0,"Minor fiberglass damage and scuffing near bow, fiberglass damage port side near bow",,,,,0.0,1.0
LA-2023-1000,1,,Collision with submerged object,Flooding/swamping,,,Operator inattention,,,,,,,,-1,,Unknown,,Unknown,,,,,,,,,,,Cabin motorboat,,75,Unknown,,Unknown,,Unknown,Unknown,Cruising,,Boating/relaxation,,,Viking Yachts,,,,Add to Cart,,,,,,,,,4,0,,,,,2000000.0,,,,,,0.0,0.0
MD-2023-0001,1,N/A,Flooding/swamping,Person ejected from vessel,,,Hazardous waters,,,,,,,,-1,58,10 to 100 hours,,Unknown,N,N,N,Y,,,,,,,Kayak,,15,No engine,,Plastic,,No fuel,Manual,Rowing/paddling,,Boating/relaxation,,0,Pelican,,,,,0,0,2,,5,,,Y,2,0,,,,0,750.0,"Unable to locate, possibly sank",,,,,0.0,2.0
MD-2023-0002,1,,Fire/explosion (non-fuel),,,,Machinery failure,,,,,,Electrical,,,,No operator,,No operator,,,,,,,,,1101466,,Cabin motorboat,,48,Inboard,,Fiberglass,,Diesel,Propeller,Tied to dock/mooring,,Boating/relaxation,,0,Tollycraft,Trawler,TLY480610682,Detroit,Lusty Lulu,2,620,15,3,8,1982,,N,1,0,,5,1,,8000.0,"Heavy burn damage to the fuse junction box, all of the wiring connedted to  junction box & batteries",,,,ABC,0.0,0.0
MD-2023-0003,1,,Capsizing,Person ejected from vessel,Flooding/swamping,,Improper loading,,,,,,,,-1,30,Unknown,,Unknown,N,N,N,N,,N,,,,,Kayak,,,No engine,,Plastic,,No fuel,Manual,Unknown,,Boating/relaxation,,0,Unknown,Unknown,,,,0,0,,,,,,Y,1,0,,,,0,500.0,Vessel capsized and sunk,,,,,0.0,0.0
MD-2023-0004,1,,Fire/explosion (unknown origin),,,,Unknown,,,,,,,,,,No operator,,No operator,,,,,,,,,1076004,,Sail only,,46,No engine,,Fiberglass,,No fuel,Sail,Tied to dock/mooring,,None; not in use,,0,Pardo Yachts USA,Grand Soleis,CDP46J34F897,,Azzurra,0,0,14,8,0,1998,,Y,0,0,,,,0,25000.0,Fire damage to the forward 1/3 of vessel above the waterline,,,,,0.0,0.0
MD-2023-0005,1,,Falls overboard,,,,Operator inexperience,,,,,,,,-1,29,10 to 100 hours,,No education,Y,N,N,N,,,,,,,Kayak,,10,No engine,,Plastic,,No fuel,Manual,Drifting,,Fishing,,0,White River Marine Group,Ascend FS10,n/a,,,0,0,2,,6,,,N,1,0,,1,,0,,,,,,,0.0,1.0
MD-2023-0006,1,9460 R,Flooding/swamping,Capsizing,Person ejected from vessel,,Improper loading,Overloading,,,,,,,-1,56,101 to 500 hours,,No education,N,N,N,Y,,N,,,,,Open motorboat,,8,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,HLL,Jon Boat,H11E6622X192,Mercury,I need my peace,1,5,,,,1992,,N,4,0,,4,,0,,,,,,,0.0,2.0
MD-2023-0007,1,7209 DC,Person ejected from vessel,,,,Excessive speed,Sharp turn,,,,,,,-1,64,101 to 500 hours,,No education,N,N,N,Y,,Y,,,,,Cabin motorboat,,21,Outboard,,Fiberglass,,Gas,Propeller,Changing direction,,Boating/relaxation,,0,Checkmate,Pulsar,CHK47024D708,Mercury,,1,300,6,2,,2008,,N,1,0,,1,1,0,,,,,,B,1.0,0.0
MD-2023-0008,1,,Collision with fixed object,Fall in vessel,,,Improper lookout,Operator inattention,,,,,,,-1,70,101 to 500 hours,,Unknown,N,N,N,Y,,,,,959636,,Cabin motorboat,,40,Inboard,,Fiberglass,,Unknown,Propeller,Cruising,,Boating/relaxation,,0,North Castle Marine LTD,Trawaler,ZKR40035F787,,Wanderer,1,,14,7,4,1998,,N,2,0,,,5,0,2000.0,Damage was sustained to the bow on both sides of vessel(fiberglass cracks & splits)vessel helm wheel,,"Three-leg day marker hit, scrapes",,B,0.0,1.0
MD-2023-0009,1,3690 TL,Flooding/swamping,Grounding,Person departed vessel,,Force of wake/wave,Hazardous waters,Improper lookout,,,,,,-1,64,Over 500 hours,,Unknown,N,N,N,Y,,,,,,,Auxiliary sail,,28,Inboard,,Fiberglass,,Diesel,Propeller,Drifting,,Boating/relaxation,,0,W D Shock,Unknown,WDST00410180,Volvo,Onkahya,1,13,,,,1980,,N,1,0,,1,,0,500.0,Rail & cleat damage from attempted tow off sand bar,,,,,0.0,1.0
MD-2023-0010,1,5990 P,Grounding,Flooding/swamping,Capsizing,,Force of wake/wave,Improper lookout,Navigation rules violation,,,,,,0,73,10 to 100 hours,,No education,Y,N,N,Y,,N,,,,,Auxiliary sail,,27,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Jensen,X,MDZ00475K672,Yamaha,,1,9,6,4,48,1972,,Y,2,0,,7,2,0,3000.0,Complete loss due to sinking,5750.0,"Navigational Instruments (750.00), computers, hard-drives, solar panels and radios(5000.00)",,B,0.0,0.0
MD-2023-0011,1,7474DD,Collision with fixed object,Person ejected from vessel,,,Excessive speed,Operator inexperience,,,,,,,-1,22,Unknown,,No education,Y,N,N,Y,,,,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Changing speed,,Boating/relaxation,,0,BRP Queretaro(YDY),,YDV66021L718,Rotax ACE 900,,1,75,3,2,24,2018,,Y,1,0,,1,1,0,7500.0,"Top portion of PWC was destroyed to include handlebars, forward controls, dash area, seat etc.  Sign",15000.0,"Boat lift, mounting brace on one of the stabilizer poles of the lift",,B,0.0,1.0
MD-2023-0012,1,,Collision with fixed object,,,,Force of wake/wave,Operator inattention,,,,,,,-1,73,Over 500 hours,USCG license,Other,N,N,N,Y,,Y,,,1252323,,Cabin motorboat,,37,Inboard,,Fiberglass,,Diesel,Propeller,Cruising,,Boating/relaxation,,0,Eagle Yacht,Victory Tug,HAO370170684,BMW D150,Jack Robert,1,136,13,5,6,1984,,N,2,0,,8,3,0,5000.0,hull was damaged on the port bow with a hole in the center of it just 2-3 feet above waterline. Also,,,,AB,0.0,0.0
MD-2023-0013,1,3739CT,Skier mishap,Person struck by propeller,,,Operator inattention,,,,,,,,0,19,101 to 500 hours,,State,N,N,N,N,,N,,,,,Pontoon,,24,Outboard,,Aluminum,,Gas,Propeller,Changing speed,,Towed watersports,,0,Bennington,24SX,ETWF4911L718,Mercury,,1,200,8,1,0,2018,,N,4,2,,14,1,0,,,,,,ABC,0.0,1.0
MD-2023-0014,1,5302BY,Collision with recreational vessel,,,,Excessive speed,Navigation rules violation,,,,,,,-1,61,101 to 500 hours,,No education,N,N,N,Y,,,,,,,Open motorboat,,19,Outboard,,Fiberglass,,Gas,Propeller,Changing direction,,Boating/relaxation,,0,Wicomico Boats,Custom,ETZF1919D606,,,1,115,,,,2006,,N,3,0,,,,0,0.0,minor scratched on gelcoat near bow eye,,,,,0.0,0.0
MD-2023-0014,2,4084BM,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,-1,63,Over 500 hours,,No education,N,N,N,Y,,,,,,,Cabin motorboat,,22,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Grady White,22 Seafarer,NTLCR328L889,Yamaha,,1,200,,,,1989,,N,2,0,,,,0,2000.0,Fiberglass tore off of boat in the top of the port & starboard gunwales as well as the top of the tr,,,,,0.0,0.0
MD-2023-0015,1,6451LB,Vessel struck by another vessel,Person struck by vessel,,,None; not at fault,,,,,,,,-1,16,Unknown,temporary boater safety card,Other,Y,N,N,N,,Y,,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Drifting,,Boating/relaxation,,-1,Yamaha,VX1050ERA,YAMA1921C616,Yamaha,,1,115,4,1,,2006,,N,1,0,,1,1,0,0.0,,,,,B,0.0,1.0
MD-2023-0015,2,787LB,Collision with recreational vessel,,,,Excessive speed,Navigation rules violation,Operator inexperience,,,,,,-1,17,Unknown,temporary boater safety card,Other,Y,N,N,N,,Y,,,,,Personal watercraft,,12,Inboard,,Fiberglass,,Gas,Water jet,Changing direction,,Boating/relaxation,,-1,Yamaha,VX1050F,YAMA1420B121,Yamaha,,1,115,4,1,,2021,,N,1,0,,1,1,0,0.0,,,,,B,0.0,0.0
MD-2023-0016,1,2739BU,Collision with recreational vessel,,,,Improper lookout,Operator inattention,,,,,,,-1,26,101 to 500 hours,,State,N,N,N,Y,,,,,,,Cabin motorboat,,21,Outboard,,Fiberglass,,Gas,Propeller,Changing direction,,Boating/relaxation,,0,Reliable MFG LLC,21 CC,VCN17478K405,Yamaha,Rocco,1,150,8,2,,2005,,N,2,0,,,,0,1000.0,Approximate 2 foot scrape on quarter near gunwale 1/4 inch wide and  1/4 inch deep,,,,,0.0,0.0
MD-2023-0016,2,1494CJ,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Cabin motorboat,,35,Outboard,,Fiberglass,,Gas,Propeller,Tied to dock/mooring,,Boating/relaxation,,0,Chesapeake Yachts LLC,Clipper Cat,GHZOP1R1D202,Tohatsu,,1,50,20,2,,2002,,N,2,0,,4,2,0,3960.0,Port outboard engine transon mount hit out of alignment. Superficial scraping to Skeg of outboard  e,,,,ABC,0.0,0.0
MD-2023-0017,1,2108DE,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Tied to dock/mooring,,None; not in use,,0,Yamaha Motor Corp,GP1800 RSVHO,YAMA0257C222,Yamaha,,1,248,2,,,2022,,N,0,0,,1,1,0,2200.0,2 Chucks taken out of gel coat and fiberglass,,,,B,0.0,0.0
MD-2023-0017,2,,Collision with recreational vessel,,,,Unknown,,,,,,,,,,Unknown,,Unknown, ,,,,,,,,,,Unknown,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
MD-2023-0018,1,7193DD,Fire/explosion (fuel),,,,Ignition of spilled fuel or vapor,,,,,,,,0,38,10 to 100 hours,,Unknown,N,N,N,Y,,N,,,,,Cabin motorboat,,21,Inboard,,Fiberglass,,Gas,Propeller,At anchor,,Boating/relaxation,,0,Four Wins,Unknown,4WNMN166B585,Mercury,,1,200,8,3,,1985,,Y,2,0,,2,1,0,5000.0,Engine compartment & surrounding deck were damage by fire/explosion,,,,B,0.0,1.0
MD-2023-0019,1,N/A,Capsizing,Person ejected from vessel,,,Hazardous waters,,,,,,,,-1,40,10 to 100 hours,,Unknown,Y,N,N,Y,,,,,,,Kayak,,10,No engine,,Plastic,,No fuel,Manual,Drifting,,Fishing,,0,Hobie,Passport 10.5,N/A,,,0,0,3,6,,,,N,1,0,,1,,0,,,,,,,1.0,0.0
MD-2023-0020,1,,Fire/explosion (non-fuel),,,,Machinery failure,,,,,,Engine,,-1,62,Over 500 hours,,USCG Auxiliary,N,N,N,Y,,,,,1298234,,Cabin motorboat,,44,Inboard,,Fiberglass,,Diesel,Propeller,Cruising,,Boating/relaxation,,0,Cruisers,4450 Express,CRSSDA13l405,Unknown,Cast Away,2,960,14,7,2,2005,,N,2,0,,12,2,0,2000.0,Plastic that encased turbocharger burned/melted away.,,,,ABC,0.0,0.0
MD-2023-0021,1,346AU,Person ejected from vessel,,,,Excessive speed,Operator inexperience,Force of wake/wave,,,,,,0,29,Unknown,,No education,Y,N,N,N,,Y,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,0,Sea Doo,GTR230,YDV49960D717,Rotex,,1,230,3,1,,2017,,N,1,0,,1,1,0,,,,,,B,0.0,1.0
MD-2023-0022,1,,Capsizing,Person ejected from vessel,,,Hazardous waters,Restricted vision,,,,,,,-1,64,Over 500 hours,,US Power Squadrons,Y,N,N,Y,,N,,,,,Sail only,,,No engine,,Fiberglass,,No fuel,Sail,Sailing,,Boating/relaxation,,0,Wayfair,Centerboard Dinghy,,,,0,0,,,,1984,,N,2,0,,2,,0,1100.0,Mast broken 3 places,,,,,0.0,2.0
MD-2023-0023,1,3166D,Flooding/swamping,,,,Machinery failure,,,,,,Engine,,0,52,Over 500 hours,,No education,Y,N,N,Y,,,,,,,Cabin motorboat,,26,Sterndrive,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Chris Craft,Concept,CCVGL127H293,,,1,454,9,,,1993,,N,2,0,,9,2,0,10000.0,"Mechanical Failure, vessel took on water and sank",,,,B,0.0,0.0
MD-2023-0024,1,,Collision with fixed object,Flooding/swamping,Fall in vessel,,Improper lookout,Navigation rules violation,Operator inattention,,,,,,-1,62,101 to 500 hours,,No education,Y,N,N,Y,,N,,,1329863,,Cabin motorboat,,32,Outboard,,Fiberglass,,Unknown,Propeller,Cruising,,Boating/relaxation,,0,Beneteau,Antares 11,BEYGD300A222,Mercury,Nomad,2,600,11,,,2022,,Y,2,0,,6,2,0,450000.0,"Minimum 2 ft hole in starboard bow, entire vessel under water",,,,B,0.0,2.0
MD-2023-0025,1,1769BN,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Open motorboat,,23,Outboard,,Fiberglass,,Gas,Propeller,Tied to dock/mooring,,None; not in use,,0,Bayliner Marrine,X,USPA42DAJ596,Mercury,,1,175,8,,,1996,,N,0,0,,8,1,0,3500.0,"Scratched to the bow on the left side, scratches to the stern on the right side and the cover of the",,,,C,0.0,0.0
MD-2023-0025,2,,Collision with recreational vessel,,,,Excessive speed,Improper lookout,Operator inattention,,,,,,,,Unknown,,Unknown, ,,,,,,,,,,Pontoon,,,Outboard,,Unknown,,Unknown,Propeller,Changing direction,,Boating/relaxation,,,Unknown,Unknown,,,,,,,,,,,N,6,0,,,,0,,,,,,,0.0,0.0
